stars,text,clean_text
4,"Salah satu lokasi wisata icon di madura terketak di desa jaddih kabupaten bangkalan, disini benar2 melihat bukit kapur yg di hias dengan macam2 pahatan ada danau ada kolam renang, untuk masuk lokasi sini agak susah karena blm beraspal dan masih tanah biasa masuk  jalan desa2 sempit dan lumayan susah, dari motor mobil bis kecil sampai bis besar bisa masuk lokasi sini, tiket 5ribuan cocok untuk wisata tambahan selain bebek sinjay madura ini",salah satu lokasi wisata icon di madura terketak di desa jaddih kabupaten bangkalan disini benar melihat bukit kapur yang di hias dengan macam pahatan ada danau ada kolam renang untuk masuk lokasi sini agak susah karena blm beraspal dan masih tanah biasa masuk jalan desa sempit dan lumayan susah dari motor mobil bis kecil sampai bis besar bisa masuk lokasi sini tiket ribuan cocok untuk wisata tambahan selain bebek sinjay madura ini
5,"Bukit Jaddih ada di Bangkalan Madura, tempat yg eksotis untuk berfoto. Tekstur batu kapur di gunung kapur yg terbentuk indah dari bekas penambangan. Membentuk relief2 alami dibukit2 batu kapurnya.
Disarankan memakai baju lengan panjang, topi & kaca mata hitam, soalnya kalau udah siang, panas & silau.",bukit jaddih ada di bangkalan madura tempat yang eksotis untuk berfoto tekstur batu kapur di gunung kapur yang terbentuk indah dari bekas penambangan membentuk relief alami dibukit batu kapurnya disarankan memakai baju lengan panjang topi kaca mata hitam soalnya kalau sudah siang panas silau
4,"Sebenarnya ini penambangan batu yg masih aktif, Tp lumayan bagus..ada danau kecil yg dilengkapi dg persewaan gethek bambu..sayang unt biaya tiket nya termasuk mahal. Unt mobil kena 20rb.belum ketika kita masuk ke bukit ada lagi..trus kedanaunya juga per orng masih dkenakan biaya 5rb.parkir pindah tempat dikit aja ditarik biaya lagi 10rb..semoga kedpnnya unt administrasi dikelola lagi dg baik.",sebenarnya ini penambangan batu yang masih aktif tapi lumayan bagusada danau kecil yang dilengkapi dengan persewaan gethek bambusayang unt biaya tiket nya termasuk mahal unt mobil kena rbbelum ketika kita masuk ke bukit ada lagitrus kedanaunya juga per orang masih dkenakan biaya rbparkir pindah tempat dikit saja ditarik biaya lagi rbsemoga kedpnnya unt administrasi dikelola lagi dengan baik
5,Suasananya ala di timur tengah,suasananya ala di timur tengah
3,"Airnya gak sesuai yang biasa biru kemaren coklat, banyak targetan di jalanan",airnya tidak sesuai yang biasa biru kemarin coklat banyak targetan di jalanan
1,"Des rochers blancs avec des trous et des grottes artificielles, rien de naturelle. L'eau du lac est verte marron. Vous y trouverez exclusivement des touristes indo. Il y a aussi des warung",des rochers blancs avec des trous et des grottes artificielles rien de naturelle leau du lac est verte marron vous iya trouverez exclusivement des touristes indonesia il iya a aussi des warung
4,masuk lokasi bayar 3 x 😁,masuk lokasi bayar x
4,lumayan buat foto,lumayan buat foto
5,👍👍,
2,Ini sebenarnya tempat penambangan gunung kapur yg masih aktif. Sama warga du bentuk sedemikian rupa menjadi sebuah obyek wisata. Tiket masuk sangat mahal untuk sebuah tempat seperti ini. Tiket Motor 10rb Mobil 20rb Bus kecil 80rb. Belum lagi nanti di dalam maaih harus bayar lagi. Anda salah masuk di tarik uang lokasi yang besarnya 20rb. Ini namanya pemalakan. Gimana mau maju kalau seperti ini. Pasti orang akan kapok buat datang kesini lagi.,ini sebenarnya tempat penambangan gunung kapur yang masih aktif sama warga du bentuk sedemikian rupa menjadi sebuah obyek wisata tiket masuk sangat mahal untuk sebuah tempat seperti ini tiket motor rb mobil rb bus kecil rb belum lagi nanti di dalam maaih harus bayar lagi kamu salah masuk di tarik uang lokasi yang besarnya rb ini namanya pemalakan gimana mau maju kalau seperti ini pasti orang akan kapok buat datang kesini lagi
5,Josss,josss
5,Bagus n unik...sy sarankan dtg rame2 n kunjungi tmpt yg rame...Krn bnyk pungli dr warga sekitar...but overall tmptnya keren lho...,bagus n uniksy sarankan dtg rame n kunjungi tmpt yang ramekrn banyak pungli dari warga sekitarbut overall tmptnya keren lho
5,Cocok untuk foto prewedd,cocok untuk foto prewedd
4,"Because the water changes color, in the sense it's dirty.",karena sebuah water changes color di sebuah sense its dirty
4,"Tempat sangat menarik, sayang aksesnya gabung sama penambang tanah",tempat sangat menarik sayang aksesnya gabung sama penambang tanah
4,serasa di alam kapur,serasa di alam kapur
4,Bukit kapur yg diukir indah. Sayang berdebu karena masih ditambang kapurnya,bukit kapur yang diukir indah sayang berdebu karena masih ditambang kapurnya
5,Bukit pertambangan batu kapur,bukit pertambangan batu kapur
3,"Kurangnya penunjuk jalan, lokasi yg berdebu namun di goa pote lumayan dingin dan sejuk,  lokasi berdebu karena area tambang batu kapur",kurangnya penunjuk jalan lokasi yang berdebu namun di goa pote lumayan dingin dan sejuk lokasi berdebu karena area tambang batu kapur
5,"Daya tarik destinasi Wisata Bukit Jaddhih hampir cukup terkenal di kalangan Masyarakat Jawa. Semoga pemerintahan setempat menambah fasilitas hingga Wisata Bukit Jaddih terkenal hingga Mancanegara

Bukit Kapur di madura memiliki daya tarik tersendiri untuk bisa melihat Sunset dari ketinggian bukit, beberapa satu spot di bukit ini memiliki rumput yang asri.

Mari dukung destinasi wisata lokal hingga wisata mancanegara. Sekian, Terima kasih semoga bermanfaat.",daya tarik destinasi wisata bukit jaddhih hampir cukup terkenal di kalangan masyarakat jawa semoga pemerintahan setempat menambah fasilitas hingga wisata bukit jaddih terkenal hingga mancanegara bukit kapur di madura memiliki daya tarik tersendiri untuk bisa melihat sunset dari ketinggian bukit beberapa satu titik di bukit ini memiliki rumput yang asri mari dukung destinasi wisata lokal hingga wisata mancanegara sekian terima kasih semoga bermanfaat
4,"Bagus bukitnya unik dgn pemandangan bukit kapur serba putih, yg gak kuat debunya.",bagus bukitnya unik dengan pemandangan bukit kapur serba putih yang tidak kuat debunya
5,"Mengagumkan, cuma penunjuk jalan karena saya kerap nyasar ketika kesana masih perlu gmaps",mengagumkan hanya penunjuk jalan karena aku kerap nyasar ketika kesana masih perlu gmaps
3,Wisata Bukit Jaddih,wisata bukit jaddih
4,Tempat buat selfi bagus,tempat buat selfi bagus
5,Perlu ditingkatkan dan dikembangkan lagi agar lebih atraktif dan menarik.,perlu ditingkatkan dan dikembangkan lagi agar lebih atraktif dan menarik
4,"Wisata dg nuansa yg berbeda, disini kita bisa melihat pengrusakan dan penghancuran alam..tp bisa menjadi sesuatu yg lebih indah dan bisa dinikmati semua orang.",wisata dengan nuansa yang berbeda disini kita bisa melihat pengrusakan dan penghancuran alamtp bisa menjadi sesuatu yang lebih indah dan bisa dinikmati semua orang
1,Harusnya di kelola lebih baik lagi,harusnya di kelola lebih baik lagi
4,Tempat yang seru,tempat yang seru
3,Lumayan...gk sesuai expetasi..aire kotor.,lumayangk sesuai expetasiaire kotor
3,Pembayaran 2 kali  dan tidak disediakan masker. Tempat nya cukup bagus,pembayaran kali dan tidak disediakan masker tempat nya cukup bagus
4,Bagus... recommended buat liburan,bagus recommended buat liburan
5,Ada beberapa anak yg minta uang ke pengunjung.. (bukan pengemis),ada beberapa anak yang minta uang ke pengunjung bukan pengemis
1,"Entah kebijakan atau bagaimana, tapi sangat tidak masuk akal harganya, baru masuk sudah bayar 10ribu permotor, baru parkir, tiba tiba didatangi orang, dipinta 5 ribu permotor, belum selesai bayar, datang lagi orang lain, minta 10 ribu permotor dan itu baru motornya doang, orang yang naik motornya diminta 3 ribu perorang,sangat tidak worth it",entah kebijakan atau bagaimana tapi sangat tidak masuk akal harganya baru masuk sudah bayar ribu permotor baru parkir tiba tiba didatangi orang dipinta ribu permotor belum selesai bayar datang lagi orang lain minta ribu permotor dan itu baru motornya doang orang yang naik motornya diminta ribu perorangsangat tidak worth it
4,Kreatif,kreatif
4,"Tempatnya sangat bagus, kalo pagi2 banget sekitar jam  setengah 7 kesini terus foto2 berasa kayak ada di gunung Es.
Menuju siang cuaca panas, saya sarankan pakai sunblock/sunscreen, berasa ada di mesir :-D bagus tempatnya apalagi kalo ""bisa"" fotonya (ala2 photographer).
Tiketnya kalo gk salah buat mobil 20an, teerrr mahal tiket untuk bus 80.000 😓
Saya bayar tiket cuma 1x itu aja.
Kalo mau naik getek/perahu2an itu bayar 5000 per orang, ntar sama abang2nya di fotoin di tempat2 yg bagus atau kitanya aja yg request mau berhenti di sebelah mana.
Ada toiletnya, tapi ampun baunyaaaaaaaaaa (maklum toilet umum desa).",tempatnya sangat bagus kalau pagi sekali sekitar jam setengah kesini terus foto berasa seperti ada di gunung es menuju siang cuaca panas aku sarankan pakai sunblocksunscreen berasa ada di mesir di bagus tempatnya apalagi kalau bisa fotonya ala photographer tiketnya kalau tidak salah buat mobil an teerrr mahal tiket untuk bus aku bayar tiket hanya x itu saja kalau mau naik getekperahuan itu bayar per orang nanti sama abangnya di fotoin di tempat yang bagus atau kitanya saja yang minta mau berhenti di sebelah mana ada toiletnya tapi ampun baunyaaaaaaaaaa maklum toilet umum desa
4,Tempatnya bagus murah  tapi berdebu  harus bawa masker,tempatnya bagus murah tapi berdebu harus bawa masker
4,Bagus perlu diper!aiki,bagus perlu diperaiki
5,"Mengagumkan. Hasil goresan alat berat, yg menciptakan seni 😄. Tebing Breksinya Madura.",mengagumkan hasil goresan alat berat yang menciptakan seni tebing breksinya madura
5,Tempat yng indah..tpi sayangny penuh dengan debu,tempat yang indahtpi sayangny penuh dengan debu
5,Mantap kayak d luar negeri..,mantap seperti di luar negeri
3,"It's just okay, not wow or superb view. But you can have good pictures if you know the perfect angles. I think one time is enough.",its just okay tidak wow atau superb view but kamu dapat punya good pictures if kamu know sebuah sempurna angles i think satu waktu adalah enough
5,"Tempat wisata yang bagus dikunjungi jika ke madura, hanya saja akses menuju lokasi sulit untuk dilalui bisa. Sangat cocok jika datang ditempat ini pagi hari atau sore hari",tempat wisata yang bagus dikunjungi jika ke madura hanya saja akses menuju lokasi sulit untuk dilalui bisa sangat cocok jika datang ditempat ini pagi hari atau sore hari
5,"Bukit Jaddih, bebatuan kapur putih yang tersohor karena keindahannya. Destinasi yang menjadi perbincangan di media sosial ini akhirnya menyedot orang-orang berbondong-bondong mengunjunginya.
Untuk berwisata dan mengunjungi tempat ini sebenarnya pengunjung tidak dipungut bayaran. Namun dari pengalaman beberapa wisatawan yang pernah ke area ini, pengujung akan dibebankan biaya yang tidak resmi. Nilainya kurang lebih Rp20.000..",bukit jaddih bebatuan kapur putih yang tersohor karena keindahannya destinasi yang menjadi perbincangan di media sosial ini akhirnya menyedot orangorang berbondongbondong mengunjunginya untuk berwisata dan mengunjungi tempat ini sebenarnya pengunjung tidak dipungut bayaran namun dari pengalaman beberapa wisatawan yang pernah ke area ini pengujung akan dibebankan biaya yang tidak resmi nilainya kurang lebih rp
5,bagus buat jadikan tempat wisata tapi panas banget,bagus buat jadikan tempat wisata tapi panas sekali
3,"Lokasi pertambngan batu kapur yg unik,  cukup dekat dgn jembatan suramadu. Persiapkan masker dan sunglases yg memadai",lokasi pertambngan batu kapur yang unik cukup dekat dengan jembatan suramadu persiapkan masker dan sunglases yang memadai
2,"Sangat di sayangkan di salah satu pintu masuk menuju tempat ini banyak calonya, dan jalan akses menuju tempat ini sangat tidak nyaman.",sangat di sayangkan di salah satu pintu masuk menuju tempat ini banyak calonya dan jalan akses menuju tempat ini sangat tidak nyaman
4,Bersih dan Nyaman,bersih dan nyaman
5,Indah,indah
5,Keren meski berdebu,keren meski berdebu
5,Keren sekalii dan bagus,keren sekalii dan bagus
1,Banyak preman liar yg minta uang masuk goa dan parkir tanpa tiket,banyak preman liar yang minta uang masuk goa dan parkir tanpa tiket
5,"Bekas tambang yang tertata untuk pariwisata, dan untuk masuknya hrus bayar sampai 3 kali untuk masuk ke sini",bekas tambang yang tertata untuk pariwisata dan untuk masuknya harus bayar sampai kali untuk masuk ke sini
5,Suka sekali. Tmptnya indah. Kl ksni jgn lupa pke msker ya. Karena msih bnyak kgiatan jd nya berdebu.,suka sekali tmptnya indah kalau ksni jangan lupa pke msker ya karena masih bnyak kgiatan jd nya berdebu
5,Bagus sekali menakjubkan,bagus sekali menakjubkan
5,"Tempat yang bagus. Luar biasa bahkan. Sayang tidak dikelola dengan baik. Jalan buruk, banyak pungli, jalur tidak aman hanya sebagian masalah. Selain itu pengelolaan parkir semrawut. Ditambah tidak adanya rambu penunjuk jalan yang baik. Masalah utama spot ini adalah pengelolaan dan keamanan.",tempat yang bagus luar biasa bahkan sayang tidak dikelola dengan baik jalan buruk banyak pungli jalur tidak aman hanya sebagian masalah selain itu pengelolaan parkir semrawut ditambah tidak adanya rambu penunjuk jalan yang baik masalah utama titik ini adalah pengelolaan dan keamanan
3,"Tempatnya indah, cma berdebu.",tempatnya indah cma berdebu
3,"Parkirnya terlalu mahal, didalam bayar lagi",parkirnya terlalu mahal didalam bayar lagi
3,"The place is interesting however it lacks of facilities and not well taken care. Hope, the government will pay more attention and promote more places nearby to support the place.",sebuah place adalah interesting however it lacks of facilities dan tidak well taken care hope sebuah government akan pay more attention dan promote more places nearby ke dukung sebuah place
4,Bekas area PT yg dijadikan objek wisata,bekas area pt yang dijadikan objek wisata
5,Tempat wisata yg sangat recomended bagi siapapun yg hobi berswafoto dan mereka yg lagi hunting lokasi yg instargamable. Cocok buat yg mau prewedding atau bertamsya bersama sanak famili,tempat wisata yang sangat recomended bagi siapapun yang hobi berswafoto dan mereka yang lagi buru lokasi yang instargamable cocok buat yang mau prewedding atau bertamsya bersama sanak famili
4,Interesting place,interesting place
5,Bagus akan tetapi terlalu banyak pemalak berkarcis,bagus akan tetapi terlalu banyak pemalak berkarcis
4,Stunning view,stunning view
4,Bagus Sekali Viewnya..,bagus sekali viewnya
5,baguss banyak debu tapi,baguss banyak debu tapi
5,Pemandangan yg original,pemandangan yang original
3,"panas,berdebu dan anginnya kenceng..bagus",panasberdebu dan anginnya kencengbagus
1,"Pengalaman pertama kesana jalan banyak berdebu karna memang gunung kapur.
Pjalanan mnuju lokasi jalan kurang bagus tidak cocok utk mobil sedan, lbih baik pakai APV. Dan paling saya tdk suka terlalu banyak pungli disana..hampir saya marah .. 3 kali sya bayar tiket masuk.
Masak pintu masuk ada 3..😥
Uda gitu baru turun mobil 5 menit bayar lgi per orang 3 rbu..
Ini tempat apa dalam hati kecil saya.
Saya harap utk pemda bangkalan setempat tolong ditindak lanjuti orang2 seperti itu, supaya bukit jaddih bisa menjadi destinasi wisata favorit..terimaksih",pengalaman pertama kesana jalan banyak berdebu karena memang gunung kapur pjalanan mnuju lokasi jalan kurang bagus tidak cocok untuk mobil sedan lbih baik pakai apv dan paling aku tidak suka terlalu banyak pungli disanahampir aku marah kali aku bayar tiket masuk masak pintu masuk ada sudah gitu baru turun mobil menit bayar lagi per orang rbu ini tempat apa dalam hati kecil aku aku harap untuk pemda bangkalan setempat tolong ditindak lanjuti orang seperti itu supaya bukit jaddih bisa menjadi destinasi wisata favoritterimaksih
4,Lumayan,lumayan
4,puter puter akhirnya tersesat juga🤣,putar putar akhirnya tersesat juga
3,"Lokasi kurang terawat, banyak sampah berserakan. Signage disekitar lokasi tidak ada, jadi cukup membuat bingung pendatang baru

Untuk view, cukup keren. Kalo terawat pasti lebih kerenn",lokasi kurang terawat banyak sampah berserakan signage disekitar lokasi tidak ada jadi cukup membuat bingung pendatang baru untuk view cukup keren kalau terawat pasti lebih kerenn
