stars,teks
5,wisata bukit jaddhih adalah tempat wisata yang unik dan tidak biasa dikatakan tidak biasa karena memang bukan merupakan pegunungan pada umumnya kita bisa menikmati pemandangan yang luar biasa dati atas gunung gamping yang semakin terlihat indah setelah diambil dan diolah inidi tempat ini juga disediakan kolam renang yang besar dan bersih jadi setelah puas mengitari bukit putih kita bisa berenang sepuasnya
4,jaddih hill madura kereennn
4,banyak sekali pemalakan di daerah ini hatihati gaiss
1,kondisi air danaunya kotor
5,kesini pertama kali bareng sama calon istri dan konon masih rawan begal pada saat itu tapi entah kenapa pas kesana pakai motor plat jawa tengah malah diajak ngobrol sama mungkin calon begal ngobrol lokasi pelarian begal madura di kota aku tinggal dan mereka malah senyum senyum saja aman sampai pulang lagi ke surabaya
4,sayank kalau musim kemarau airnya berkurang
5,tempat lumayan bagusakses jalan lumayan memadai walaupun mungkin masih perlu pengaspalan di bberapa titik menuju lokasi
2,tempat berdebu sekali punglinya banyak tidak sebanding dengan wisatanya tidak petunjuk jalan
4,menju lokasi jalanya kecildan begitu mendekati lokasi jalan bergelombang dan berdebutp tempatnya keren jika ingin berkunjung ke tempat ini jangan lupa bawa masker
4,wow
5,tempat yang cantik namun panas sekali ada beberapa titik foto yang bagus jika mau eksplor harus sedia kaca mata hitam topipayung maskerbuff untuk menahan debu jangan lupa pakai baju warna cerah untuk dapat foto bagus
5,tempat yang bagus perlu pengembangan lebib lanjut terutama akses jalan dan terkait lokasi wisata
5,destinasi bebatuan yang indah
4,bagus tapi panas
3,tempat yang indah
2,lumayan banyak pungli kebiasaan warga setempat
5,tempat nya bagus sekali dan terlalu panas karena mu gkin dari gunung kapurnya
5,batik pertama di madura
3,cukup mempesona
5,asyik sekali tempatnya dengan sedikit tehnik foto hasilnya ruuuuarbiasaaaah
5,pwanaaaassssss jangan lupa bawa kacamata itemtopi sama masker ada masker dijual disana ribuan tiket masuk rb naik prahu rb per orang angin lumayan kenceng seru sih
4,oke sekali banyak pengunjung dari luar kota kesini
5,astaga
4,wisatanya keren spotnya bagus tapi penjaganya kurang tour guidenya tidak ada aksesnya masih blm lancar karena terhalang jalan dan gantian sama truk pengangkut kapurnya tapi salut sama viewnya
5,ini bisa menjadi lokasi wisata yang bagus dalam waktu dekat
5,seperti di dunia dongeng kereeen
4,pemandangan nya indah petunjuk jalan menuju tempat wisata masih belum jelas
3,buat titik foto saja sih kalau lagi kemarau
3,pemandangan eksotik hanya jalan masuk rusak banyak debu banyak retribusinya
5,bagus
5,salah satu tempat wisata baru di kawasan madura bagian barat tempat wisata ini merupakan bekas tambang batu kapur yang dimanfaatkan menjadi objek wisata yang sangat bagus kesan alami yang ditimbulkan begitu kuat mengingat tempat ini dulunya hanyalah bukit dengan harga tiket yang bisa dikatakan murah kalian bisa mendapatkan banyak lokasi yang keren terutama yang suka suafoto pasti banyak peristiwa yang akan kalian dapatkan
1,terlalu banyak pungli padahal hanya foto biasa di tarik uang
2,ada pungutan liar di lokasi
4,kenangan ke pulau madura sekeluarga
4,panas debu banyak harus pakai masker sangat cocok untuk offroad hamparan pasir putih dari batuan kapur tutup jam banyak truk pengangkut batu
5,tempat bagus tapi panaaasss
4,unik sekali
5,tempatnya bagus hanya di kelola warga lokal dan ada pungli juga sebelum masuk wisata
3,biasa tidak ada entri
4,tempat yang megah dan mengagumkan kalau siang akan silau sekali dan berangin disarankan pakai kacamata terdapat warung minum dan toilet tempat parkir tersedia loket masuk area goa pote per orang rp retribusi mobil dan parkir tidak dihitung freesdh termasuk tiket wisatawan dua loket lainnya ada di desa memungut restribusi kendaraan saja
5,bagussemoga tetap di lestarikan
5,salah satu destinasi wisata di pulau madura merupakan pegunungan kapur yang ditambang oleh warga panas iya tapi semua itu terbayar dengan pemandangan indah tempat itu
5,indah dan luas
5,tempatnya kerenn banyak titik untuk foto fasilitas toilet harap diperbaiki semangat perbaikan layanan untuk kenyamanan pengunjung
5,tempat wisata yang wauw indah dan menakjubkan bukit kapur yang disulap menjadi tempat wisata yang indah walaupun masih berproses menuju kesempurnaan ada kolam renangnya ada kioskios yang menyediakan berbagai kuliner khas madura ada penjual cinderamatanya yang harganya relatif murah ke depan kalau sudah sempurna betul aku yakin tempat ini akan jadi plaza sekaligus hotel nan indah yang semua bangunannya adalah batu kapur yang disulap menjadi tempat yang elok dengan bermodalkan gergaji potong untuk membentuk tempat wisata yang aduhai dijamin tidak menyesal mengunjungi tempat ini
2,tidak ada wahana jalan terkesan seram image jelek yang tersemat di daerah tidak sepadan dengan pengalaman yang di dapat disana
4,view yang menarik instagramable sekali tiket masuk rb per orang
5,bagus
5,wisata favorit ke madura
5,sungguh tempat yang bagus untuk berlibur
4,bukit jaddhih yang ada di madura ini memang wajib di kunjungi view yang menarik instagramable sekali untuk tiket masuk kalian cukup membayar rb per orang loh murah sekali untuk view sekeren ini
3,lumayanlah kalau kita berkunjung ke bangkalan bisa menjadi alternatif pilihan pilihan
4,tempat bagus hanya saja akses ke lokasi masih perlu diperbaiki lagi
2,tempatnya memang bagus area pemotongan kapur tapi jalan kesana kecil dan pungli terlalu banyak seperti preman semoga bisa dikelola pemerintah atau desa setempat dengan lebih baik
5,tempatnya agak mbrasak jalan masuknya agak rusak dan berdebu jadi siapin masker dan biasanya ada warga yang meminta biaya illegal seperti satu mobil sepuluh ribu sama per orang lima ribu dan itu tidak sekali tapi berkali kali seharusnya pemerintah bisa mengurusi itu dan kalau bisa ke sana waktu sore jadi pencahayaannya pas oke nikmat santai
4,oke
3,tempat wisata keren hanya sayang danaunya banyak sampah harus ada ketegasan dari pengelola agar memberi denda kepada pengunjung yang buang sampah sembarangan
5,tempat wisata yang bagus untuk foto lahannya luas dan menurut aku paling bagus saat sore hari karena warna langit senjanya
4,artistik baguspanas nya ampun
5,antap
4,sayang agak kotor
5,masyallah allah akbar bagus sekali sedikit panas tidak apa ada tempat penyewaan payung kok jangan lupa ya pakai baju yang tipis saja karena cuaca di situ lumayan panas
5,datang sblm semuanya berubah jd lumut mumpung masih berwarna putih
5,tempat tertata dengan baik makanan juga harga standar jalan menuju kesana rawan curanmor hati hati
5,berubah bentuk
5,bagus
4,salah satu lokasi wisata icon di madura terketak di desa jaddih kabupaten bangkalan disini benar melihat bukit kapur yang di hias dengan macam pahatan ada danau ada kolam renang untuk masuk lokasi sini agak susah karena blm beraspal dan masih tanah biasa masuk jalan desa sempit dan lumayan susah dari motor mobil bis kecil sampai bis besar bisa masuk lokasi sini tiket ribuan cocok untuk wisata tambahan selain bebek sinjay madura ini
5,bukit jaddih ada di bangkalan madura tempat yang eksotis untuk berfoto tekstur batu kapur di gunung kapur yang terbentuk indah dari bekas penambangan membentuk relief alami dibukit batu kapurnya disarankan memakai baju lengan panjang topi kaca mata hitam soalnya kalau sudah siang panas silau
4,sebenarnya ini penambangan batu yang masih aktif tapi lumayan bagusada danau kecil yang dilengkapi dengan persewaan gethek bambusayang unt biaya tiket nya termasuk mahal unt mobil kena rbbelum ketika kita masuk ke bukit ada lagitrus kedanaunya juga per orang masih dkenakan biaya rbparkir pindah tempat dikit saja ditarik biaya lagi rbsemoga kedpnnya unt administrasi dikelola lagi dengan baik
5,suasananya ala di timur tengah
3,airnya tidak sesuai yang biasa biru kemarin coklat banyak targetan di jalanan
1,batuan putih berlubang dan aku buatan tidak ada yang alami air danau berwarna hijau kecokelatan kamu hanya akan menemukan turis india di sana ada juga warung
4,masuk lokasi bayar x
4,lumayan buat foto
5,
2,ini sebenarnya tempat penambangan gunung kapur yang masih aktif sama warga du bentuk sedemikian rupa menjadi sebuah obyek wisata tiket masuk sangat mahal untuk sebuah tempat seperti ini tiket motor rb mobil rb bus kecil rb belum lagi nanti di dalam maaih harus bayar lagi kamu salah masuk di tarik uang lokasi yang besarnya rb ini namanya pemalakan gimana mau maju kalau seperti ini pasti orang akan kapok buat datang kesini lagi
5,joss
5,bagus n uniksy sarankan dtg rame n kunjungi tmpt yang ramekrn banyak pungli dari warga sekitarbut overall tmptnya keren lho
5,cocok untuk foto prewedd
4,karena airnya berubah warna dalam artian kotor
4,tempat sangat menarik sayang aksesnya gabung sama penambang tanah
4,serasa di alam kapur
4,bukit kapur yang diukir indah sayang berdebu karena masih ditambang kapurnya
5,bukit pertambangan batu kapur
3,kurangnya penunjuk jalan lokasi yang berdebu namun di goa pote lumayan dingin dan sejuk lokasi berdebu karena area tambang batu kapur
5,daya tarik destinasi wisata bukit jaddhih hampir cukup terkenal di kalangan masyarakat jawa semoga pemerintahan setempat menambah fasilitas hingga wisata bukit jaddih terkenal hingga mancanegara bukit kapur di madura memiliki daya tarik tersendiri untuk bisa melihat sunset dari ketinggian bukit beberapa satu titik di bukit ini memiliki rumput yang asri mari dukung destinasi wisata lokal hingga wisata mancanegara sekian terima kasih semoga bermanfaat
4,bagus bukitnya unik dengan pemandangan bukit kapur serba putih yang tidak kuat debunya
5,mengagumkan hanya penunjuk jalan karena aku kerap nyasar ketika kesana masih perlu gmaps
3,wisata bukit jaddih
4,tempat buat selfi bagus
5,perlu ditingkatkan dan dikembangkan lagi agar lebih atraktif dan menarik
4,wisata dengan nuansa yang berbeda disini kita bisa melihat pengrusakan dan penghancuran alamtp bisa menjadi sesuatu yang lebih indah dan bisa dinikmati semua orang
1,harusnya di kelola lebih baik lagi
4,tempat yang seru
3,lumayangk sesuai expetasiaire kotor
3,pembayaran kali dan tidak disediakan masker tempat nya cukup bagus
4,bagus recommended buat liburan
5,ada beberapa anak yang minta uang ke pengunjung bukan pengemis
1,entah kebijakan atau bagaimana tapi sangat tidak masuk akal harganya baru masuk sudah bayar ribu permotor baru parkir tiba tiba didatangi orang dipinta ribu permotor belum selesai bayar datang lagi orang lain minta ribu permotor dan itu baru motornya doang orang yang naik motornya diminta ribu perorangsangat tidak worth it
4,kreatif
4,tempatnya sangat bagus kalau pagi sekali sekitar jam setengah kesini terus foto berasa seperti ada di gunung es menuju siang cuaca panas aku sarankan pakai sunblocksunscreen berasa ada di mesir di bagus tempatnya apalagi kalau bisa fotonya ala photographer tiketnya kalau tidak salah buat mobil an teerrr mahal tiket untuk bus aku bayar tiket hanya x itu saja kalau mau naik getekperahuan itu bayar per orang nanti sama abangnya di fotoin di tempat yang bagus atau kitanya saja yang minta mau berhenti di sebelah mana ada toiletnya tapi ampun baunyaaaaaaaaaa maklum toilet umum desa
4,tempatnya bagus murah tapi berdebu harus bawa masker
4,bagus perlu diperaiki
5,mengagumkan hasil goresan alat berat yang menciptakan seni tebing breksinya madura
5,tempat yang indahtpi sayangny penuh dengan debu
5,mantap seperti di luar negeri
3,biasa saja bukan wow atau pemandangan luar biasa namun kamu bisa mendapatkan gambar yang bagus jika kamu mengetahui sudut yang tepat aku rasa satu kali saja sudah cukup
5,tempat wisata yang bagus dikunjungi jika ke madura hanya saja akses menuju lokasi sulit untuk dilalui bisa sangat cocok jika datang ditempat ini pagi hari atau sore hari
5,bukit jaddih bebatuan kapur putih yang tersohor karena keindahannya destinasi yang menjadi perbincangan di media sosial ini akhirnya menyedot orangorang berbondongbondong mengunjunginya untuk berwisata dan mengunjungi tempat ini sebenarnya pengunjung tidak dipungut bayaran namun dari pengalaman beberapa wisatawan yang pernah ke area ini pengujung akan dibebankan biaya yang tidak resmi nilainya kurang lebih rp
5,bagus buat jadikan tempat wisata tapi panas sekali
3,lokasi pertambngan batu kapur yang unik cukup dekat dengan jembatan suramadu persiapkan masker dan sunglases yang memadai
2,sangat di sayangkan di salah satu pintu masuk menuju tempat ini banyak calonya dan jalan akses menuju tempat ini sangat tidak nyaman
4,bersih dan nyaman
5,indah
5,keren meski berdebu
5,keren sekalii dan bagus
1,banyak preman liar yang minta uang masuk goa dan parkir tanpa tiket
5,bekas tambang yang tertata untuk pariwisata dan untuk masuknya harus bayar sampai kali untuk masuk ke sini
5,suka sekali tmptnya indah kalau ksni jangan lupa pke msker ya karena masih bnyak kgiatan jd nya berdebu
5,bagus sekali menakjubkan
5,tempat yang bagus luar biasa bahkan sayang tidak dikelola dengan baik jalan buruk banyak pungli jalur tidak aman hanya sebagian masalah selain itu pengelolaan parkir semrawut ditambah tidak adanya rambu penunjuk jalan yang baik masalah utama titik ini adalah pengelolaan dan keamanan
3,tempatnya indah cma berdebu
3,parkirnya terlalu mahal didalam bayar lagi
3,tempatnya menarik namun fasilitasnya kurang dan kurang terawat harapannya pemerintah akan lebih memperhatikan dan mempromosikan lebih banyak tempat terdekat untuk mendukung tempat tersebut
4,bekas area pt yang dijadikan objek wisata
5,tempat wisata yang sangat recomended bagi siapapun yang hobi berswafoto dan mereka yang lagi buru lokasi yang instargamable cocok buat yang mau prewedding atau bertamsya bersama sanak famili
4,tempat yang menarik
5,bagus akan tetapi terlalu banyak pemalak berkarcis
4,pemandangan menakjubkan
4,bagus sekali viewnya
5,baguss banyak debu tapi
5,pemandangan yang original
3,panasberdebu dan anginnya kencengbagus
1,pengalaman pertama kesana jalan banyak berdebu karena memang gunung kapur pjalanan mnuju lokasi jalan kurang bagus tidak cocok untuk mobil sedan lbih baik pakai apv dan paling aku tidak suka terlalu banyak pungli disanahampir aku marah kali aku bayar tiket masuk masak pintu masuk ada sudah gitu baru turun mobil menit bayar lagi per orang rbu ini tempat apa dalam hati kecil aku aku harap untuk pemda bangkalan setempat tolong ditindak lanjuti orang seperti itu supaya bukit jaddih bisa menjadi destinasi wisata favoritterimaksih
4,lumayan
4,putar putar akhirnya tersesat juga
3,lokasi kurang terawat banyak sampah berserakan signage disekitar lokasi tidak ada jadi cukup membuat bingung pendatang baru untuk view cukup keren kalau terawat pasti lebih kerenn
5,pemandangannya bagus akses jalannya masih kurang baik
4,wisata bukit jaddih goa poteh
4,bagus pemandangannya tapi terlalu bnyak tiketnya tiket masuk kok ada tiket masuk lagi tidak di awal saja karena yang mengelola pribadi mgkin ya
5,pemandangan bagus
5,keren sekali
3,lumayan untuk foto
5,cantik sekali
2,banyak punglinya teman
4,buat kamu yang suka eksis di medsos tempat ini bisa dijadikan background foto yang keren karena ini bukit kapur sebaiknya kamu pakai sunblock spf tinggi pakai masker bawa payung at setidaknya pakai topi anyway siapsiap receh karena ada beberapa titik dimana kamu harus bayar retribusi lokal
